workerid,proliferate.condition,response,sentence,slide_number_in_experiment,strangeSentence,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
120,experiment_06,1,,25,0,30380:92,[],26,Yes,the conversations were very confusing. wish the phrase was said and i could read along but maybe thats a part of the survey,3,0,1,Female,english,Chrome,Mac,900,1440,10.783266666666666,
120,experiment_06,3,,26,0,55459:18,[],26,Yes,the conversations were very confusing. wish the phrase was said and i could read along but maybe thats a part of the survey,3,0,1,Female,english,Chrome,Mac,900,1440,10.783266666666666,
159,experiment_06,"['Barbara', 'Barbara']",,1,,bot_check,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,7,,4,,example1,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,1,,5,,example2,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,1,,7,0,90180:32,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,4,,8,0,74357:139,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,2,,9,0,30380:92,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,7,,10,0,106081:42,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,4,,11,0,148793:49,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,1,,12,0,55459:18,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,2,,13,0,61475:34,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,4,,14,1,39551:19,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,7,,15,0,112423:40,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,6,,16,0,148810:76,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,7,,17,0,87727:36,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,6,,18,0,9927:18:00,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,4,,19,0,8085:15:00,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,6,,20,0,176749:52,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,1,,21,0,115127:13,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,7,,22,0,58645:18,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,4,,23,1,173250:33,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,2,,24,0,4531:36:00,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,7,,25,0,172447:43,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
159,experiment_06,2,,26,0,163673:26,[],38,Yes,None,3,2,0,Female,English,Chrome,Linux,853,1517,35.951933333333336,
53,experiment_06,"['Patricia', 'Patricia']",,1,,bot_check,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,7,,4,,example1,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,1,,5,,example2,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,5,,7,0,74357:139,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,1,,8,0,115127:13,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,2,,9,0,30380:92,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,5,,10,0,106081:42,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,1,,11,0,55459:18,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,4,,12,0,163673:26,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,6,,13,0,172447:43,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,2,,14,0,173250:33,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,6,,15,0,9927:18:00,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,2,,16,0,148793:49,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,2,,17,0,39551:19,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,5,,18,0,148810:76,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,1,,19,0,4531:36:00,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,6,,20,0,112423:40,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,1,,21,0,61475:34,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,7,,22,0,87727:36,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,7,,23,0,58645:18,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,1,,24,0,90180:32,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,7,,25,0,8085:15:00,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
53,experiment_06,7,,26,0,176749:52,[],51,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,11.636633333333334,
97,experiment_06,"['Susan', 'Susan']",,1,,bot_check,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,7,,4,,example1,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,1,,5,,example2,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,2,,7,0,4531:36:00,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,7,,8,1,74357:139,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,3,,9,0,30380:92,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,4,,10,1,8085:15:00,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,4,,11,0,90180:32,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,2,,12,0,39551:19,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,2,,13,0,61475:34,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,1,,14,0,55459:18,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,5,,15,0,176749:52,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,1,,16,1,87727:36,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,4,,17,1,172447:43,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,4,,18,1,173250:33,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,1,,19,0,163673:26,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,4,,20,1,58645:18,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,6,,21,0,106081:42,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,6,,22,0,9927:18:00,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,3,,23,1,148793:49,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,4,,24,1,112423:40,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,2,,25,0,148810:76,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
97,experiment_06,2,,26,0,115127:13,[],34,Yes,,3,1,0,Male,English,Firefox,Windows,1080,1920,6.7358,
58,experiment_06,"['Mary', 'Mary']",,1,,bot_check,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,7,,4,,example1,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,1,,5,,example2,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,4,,7,0,58645:18,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,7,,8,0,112423:40,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,4,,9,1,74357:139,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,7,,10,0,9927:18:00,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,7,,11,0,87727:36,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,1,,12,0,30380:92,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,1,,13,0,163673:26,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,4,,14,1,55459:18,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,1,,15,0,61475:34,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,4,,16,1,173250:33,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,7,,17,0,8085:15:00,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,7,,18,1,39551:19,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,7,,19,0,106081:42,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,1,,20,1,148810:76,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,1,,21,0,4531:36:00,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,1,,22,1,148793:49,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,1,,23,0,90180:32,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,4,,24,0,176749:52,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,1,,25,0,115127:13,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
58,experiment_06,1,,26,0,172447:43,[],24,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,9.9517,
30,experiment_06,"['Jessica', 'Jessica']",,1,,bot_check,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,7,,4,,example1,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,1,,5,,example2,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,3,,7,0,112423:40,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,7,,8,0,8085:15:00,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,3,,9,0,4531:36:00,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,1,,10,0,115127:13,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,1,,11,0,163673:26,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,1,,12,0,61475:34,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,2,,13,0,30380:92,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,3,,14,0,9927:18:00,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,1,,15,0,55459:18,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,6,,16,0,106081:42,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,1,,17,0,148793:49,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,1,,18,0,173250:33,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,2,,19,0,90180:32,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,4,,20,0,39551:19,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,4,,21,0,58645:18,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,2,,22,0,176749:52,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,3,,23,0,74357:139,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,1,,24,0,148810:76,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,1,,25,0,87727:36,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
30,experiment_06,2,,26,0,172447:43,[],41,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,9.623016666666668,
101,experiment_06,"['Margaret', 'Margaret']",,1,,bot_check,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,6,,4,,example1,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,2,,5,,example2,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,1,,7,0,30380:92,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,6,,8,0,9927:18:00,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,4,,9,1,163673:26,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,6,,10,0,172447:43,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,5,,11,1,173250:33,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,4,,12,0,148810:76,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,6,,13,0,148793:49,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,2,,14,0,115127:13,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,3,,15,0,90180:32,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,7,,16,0,176749:52,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,4,,17,0,87727:36,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,4,,18,0,4531:36:00,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,4,,19,0,58645:18,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,5,,20,0,61475:34,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,4,,21,0,106081:42,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,4,,22,1,74357:139,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,5,,23,0,112423:40,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,3,,24,1,55459:18,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,4,,25,0,39551:19,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
101,experiment_06,7,,26,0,8085:15:00,[],22,Yes,,3,2,1,Female,English,Chrome,Windows,720,1280,7.6196,
135,experiment_06,"['Susan', 'Susan']",,1,,bot_check,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,7,,4,,example1,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,7,,5,,example2,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,1,,5,,example2,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,1,,7,0,61475:34,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,7,,8,0,8085:15:00,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,1,,9,0,163673:26,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,7,,10,0,9927:18:00,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,1,,11,1,172447:43,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,1,,12,0,30380:92,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,1,,13,0,55459:18,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,7,,14,0,74357:139,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,7,,15,0,39551:19,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,7,,16,0,58645:18,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,1,,17,1,176749:52,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,1,,18,0,148793:49,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,4,,19,1,87727:36,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,1,,20,0,115127:13,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,1,,21,0,148810:76,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,7,,22,0,106081:42,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,1,,23,0,90180:32,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,1,,24,0,4531:36:00,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,7,,25,0,112423:40,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
135,experiment_06,4,,26,1,173250:33,[],29,Yes,,4,2,1,Female,English,Chrome,Windows,900,1600,5.89945,
16,experiment_06,"['Barbara', 'Barbara']",,1,,bot_check,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,7,,4,,example1,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,1,,5,,example2,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,4,,7,0,74357:139,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,1,,8,0,61475:34,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,4,,9,0,58645:18,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,2,,10,0,4531:36:00,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,1,,11,0,148793:49,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,3,,12,0,148810:76,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,4,,13,0,106081:42,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,4,,14,0,8085:15:00,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,6,,15,1,173250:33,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,6,,16,0,172447:43,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,3,,17,0,115127:13,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,6,,18,0,39551:19,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,2,,19,0,90180:32,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,2,,20,0,30380:92,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,6,,21,1,163673:26,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,6,,22,0,176749:52,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,4,,23,0,55459:18,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
16,experiment_06,7,,24,0,112423:40,[],23,Yes,,3,1,1,Male,English,Chrome,Mac,800,1280,6.675433333333333,
